Rockyview County,50.906194928599994,-113.81459712979999
Rocky View,51.2032209,-113.99307150000001
Central City Village,33.4352313613,-111.99674771299999
Chatauguay,45.360652,-73.714577
Perry Twp,41.765358899999995,-81.180237
Cleveland Heigh,41.50049129999999,-81.5657742
North Olmstead,41.417521,-81.916714
Mont St-hilaire,45.567703200000004,-73.1815634
Ahwahtukee,33.3211123,-111.9880199
Phoeniix,33.5106684,-112.029752
Bradford West Gwillimbury,44.1135324,-79.5682291
Concord Twp,41.698412899999994,-81.2454112
W Henderson,36.0074786,-115.1179507
Robinson Twp.,40.4502266,-80.1261475
Montreal-West,45.45296478270001,-73.6457061768
Mont-Royal,45.5067574,-73.6603997
"Las Vegas,",35.9707406,-115.166722
Cleveland Hghts.,41.5012588,-81.5929132
Buckeye - Shaker,41.483633844699995,-81.59069538119999
"Harrisburg,",35.3216268,-80.6601395
Medina Township,41.1657595,-81.8629854
North Toronto,43.7351127,-79.4201862
Ste-Dorothée,45.5221539,-73.7887377
Charlotte ,35.2364434,-80.9138608
Glbert,33.286623,-111.755548
Mt Lebanon,40.382351493099996,-80.052662
St-Bruno-de-Montarville,45.5057439582,-73.3768551455
Brookpark,41.417427,-81.80475799999999
Bainbridge Township,41.413695000000004,-81.33986
Citibank,36.14407,-115.28133000000001
Olmsted Township,41.373874,-81.945803
Monoroeville,40.430899,-79.717123
Auburn Twp,41.3870353699,-81.2162322998
Parma mid birth,41.3886412,-81.72947020000001
Mississagua,43.700816700000004,-79.64639620000001
N E Las Vegas,36.204528,-115.064916
Saint-Sauveur-des-Monts,45.889754499999995,-74.1524336
Hendserson,36.0252255,-115.10146
Montrèal,45.5166343,-73.57889990000001
Las Vegas Nevada,36.0965891,-115.1819149
Concord Mills,35.3742776147,-80.7304715744
Nellis AFB,36.239778799999996,-115.04039070000002
York Regional Municipality,43.8626993255,-79.4840282725
Suncity,33.6020658,-112.280129
North  Ridgeville,41.397458,-81.9951818
Montreal-Ouest,45.45301898859999,-73.64538475890001
Cuyohoga Falls,41.1368295,-81.54680859999999
Phoenix Metro Area,33.5952506,-112.1927381
"Urbana, Illinois",40.115516,-88.202043
Mt Holly,35.288874,-81.020368
Pgh Int Arprt,40.497765,-80.24354699999999
St-Laurent,45.5120624,-73.67933690000001
Valleywide,33.492297,-112.03933500000001
Plum Boro,40.4517827,-79.7127302
Ville Mont-Royal,45.5067531656,-73.6625331268
North Huntingdon,40.3543589,-79.7668006
Phx,33.4499167,-112.07474369999998
S Concord,35.351565151500004,-80.68679974279999
Laveen Village,33.3769787,-112.17555970000001
St. Jean Sur Richelieu,45.3318711,-73.28608359999998
Spring Hill City View,40.4694421,-79.98570140000001
Mayfield Heights.,41.524695,-81.43487900000001
Brooklyn Hts.,41.42203,-81.672708
Mayfield Village,41.5379726,-81.4381133
West Montréal,45.500127,-73.577884
Rosemere,45.627692200000006,-73.8077308
C Las Vegas,36.156263,-115.20381200000001
Mc Adenville,35.2514309,-81.078632
Shaker Hts,41.488122499999996,-81.5893635
Murrysville (Monroeville),40.4275797037,-79.707846935
Toronto Division,43.644724,-79.376319
Nottingham Township,40.2402325,-80.0731145
Cranberry Twp,40.459463899999996,-79.9874445
​Chandler,33.3073529404,-111.87539829299999
Henderson Nevada,36.0325268645,-115.0992894984
Mentor On the,41.7054148,-81.359921
Orange Village,41.4615664,-81.4870631
Phoneix,33.626416799999994,-111.98026429999999
Côte Saint-Luc,45.4909446,-73.65074320000001
Sainte-Marguerite-Esterel,46.0312971,-74.05669499999999
Warrensville Hts.,41.4472295,-81.4967985
Old Town Scottsdale,33.4932314,-111.92514399999999
Montéal,45.520650399999994,-73.5543287
Cuddy,40.3481607,-80.15548340000001
Westworld Scottsdale,33.6363698959,-111.8762348592
St-Leonard,45.597955999999996,-73.578836
Midnapore,50.913562299999995,-114.06399240000002
East Mc Keesport,40.380738799999996,-79.81138929999999
Rockey View,50.998993299999995,-113.8918085
Mentor On The Lake,41.7136192878,-81.3617987823
Gelndale,33.5381352653,-112.2382420238
South Charlotte,35.2171602,-80.848097
Upper Saint Clair,40.3627094,-80.08444870000001
Apache Trail,33.4145489,-111.61147350000002
North Carolina,35.239466,-80.797826
Rock Hill SC,34.9705313279,-80.99378988149999
McCandless Township,40.5673178,-79.9994328
Saint-Isidore-de-Laprairie,45.300531,-73.66279809999999
Las Vegas Valley,35.99873579999999,-115.15927179999998
Montréal-West,45.453015,-73.64603100000001
Montral,45.502144200000004,-73.5756155
Communauté-Urbaine-de-Montréal,45.480249,-73.796409
Mc Murray,40.289105697,-80.11169843180001
